TOKEN	L1_PRIM	L1_SEC	L2_PRIM	L2_SEC	L3_PRIM	L3_SEC
go	1	0	0	0	0	0
se	0	0	0	0	0	0
gontle.	0	0	1	0	0	1

A	0	0	0	1	0	0
o	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
tšhono	0	0	0	1	1	0
e	1	0	0	0	0	0
e	0	0	0	0	0	0
siameng	0	0	1	0	0	0
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
ka	0	0	0	0	0	1
amogela	0	0	0	0	0	0
madi	0	0	0	0	0	0
a	0	0	0	0	0	0
tebogo.	0	0	0	1	0	1

Fa	0	0	0	0	1	0
o	0	0	0	0	0	0
dira	0	0	0	1	0	0
tiro	1	0	0	0	0	0
ya	0	0	0	0	0	0
gago	0	0	0	1	0	0
sentle?	0	0	1	0	0	1

Baletsi	0	0	0	1	0	1
botlhe	0	0	1	0	1	0
e	0	0	0	0	0	0
ne	0	0	0	1	0	0
e	0	0	0	0	0	0
le	0	0	0	1	0	0
ba	1	0	0	0	0	0
ba	0	0	0	0	0	0
mo	0	0	0	0	0	0
latofatsang.	0	0	0	0	0	1

Ka	0	0	0	0	0	0
gore	0	0	0	0	0	0
o	0	0	0	0	0	0
na	0	0	0	0	0	0
le	1	0	0	0	0	0
seabe	0	0	0	1	1	0
mo	0	0	0	0	0	0
lesong	0	0	1	0	0	0
la	0	0	0	0	0	0
ga	0	0	0	0	0	0
moruti.	0	0	0	1	0	1

Ke	0	0	0	1	0	0
ne	0	0	0	0	0	0
ke	0	0	0	0	0	0
boa	0	0	1	0	1	0
kwa	0	0	0	0	0	1
ke	0	0	0	0	0	0
neng	0	0	0	1	0	0
ke	1	0	0	0	0	0
ile	0	0	0	0	0	0
teng	0	0	0	1	0	1
mme	0	0	0	0	0	0
fa	0	0	0	0	0	0
ke	0	0	0	0	0	0
kokota.	0	0	0	0	0	0

Ka	0	0	0	0	0	0
gakgamala	0	0	1	0	1	0
fa	0	0	0	0	0	0
ke	1	0	0	0	0	0
bulelwa,	0	0	0	1	0	1
ke	0	0	0	0	0	0
Mmemme.	0	0	0	1	0	1

o	0	0	0	0	0	0
ne	0	0	0	0	0	0
a	0	0	0	0	0	0
fitlhela	0	0	0	1	1	0
e	0	0	0	0	0	0
le	0	0	0	0	0	0
letlojana	0	0	1	0	0	0
le	0	0	0	0	0	0
le	1	0	0	0	0	0
la	0	0	0	0	0	0
baswi.	0	0	0	1	0	1

Le	0	0	0	0	0	0
a	0	0	0	0	0	0
sa	0	0	0	1	0	1
le	1	0	0	0	0	0
a	0	0	0	0	0	0
le	0	0	0	1	0	0
tshwarisiwa	0	0	1	0	1	0
ke	0	0	0	0	0	0
tsala	0	0	0	0	0	0
ya	0	0	0	0	0	0
gagwe.	0	0	0	0	0	1

Ramatlotlo	0	0	0	1	1	0
o	0	0	0	0	0	0
tla	0	0	0	0	0	1
neela	0	0	0	1	0	0
kopano	0	0	0	0	0	0
dikanego	0	0	0	1	0	1
tse	0	0	0	0	0	0
di	1	0	0	0	0	0
tlhatlhobilweng.	0	0	1	0	0	1

Tsa	0	0	0	1	0	0
matlotlo	0	0	0	1	1	0
tsa	1	0	0	0	0	0
ngwagatlola.	0	0	1	0	0	1

Puso	0	0	0	1	0	1
e,	0	0	0	1	0	1
e	1	0	0	0	0	0
ne	0	0	0	0	0	0
e	0	0	0	0	0	0
na	0	0	0	0	0	0
la	0	0	0	0	0	0
tsamaiso	0	0	0	1	0	0
ya	0	0	0	0	0	0
naga	0	0	0	0	0	0
ya	0	0	0	0	0	0
maemo	0	0	0	1	1	0
a	0	0	0	0	0	0
a	0	0	0	0	0	0
kwa	0	0	0	0	0	1
godimo.	0	0	1	0	0	0

Le	0	0	0	0	0	0
temothuo	0	0	0	1	1	0
e	1	0	0	0	0	0
e	0	0	0	0	0	0
tlhabologileng.	0	0	1	0	0	1

Tlhopha	0	0	0	1	0	1
se	1	0	0	0	0	0
se	0	0	0	0	0	0
utlwalang	0	0	0	1	0	0
se	0	0	0	0	0	0
le	0	0	0	0	0	0
botoka	0	0	0	1	1	0
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
wena	0	0	1	0	0	0
fela.	0	0	0	0	0	1

o	0	0	0	0	0	0
se	0	0	0	0	0	0
ka	0	0	0	0	0	0
wa	1	0	0	0	0	0
tshola	0	0	0	1	1	0
bothata	0	0	0	1	0	1
bo	0	0	0	0	0	0
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
wena.	0	0	1	0	0	1

Modiri	0	0	0	0	0	0
mongwe	0	0	0	0	0	0
le	0	0	0	1	0	0
mongwe	1	0	0	0	0	0
o	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
tshwanelo	0	0	1	0	1	0
ya	0	0	0	0	0	0
gore	0	0	0	0	0	0
a	0	0	0	0	0	0
se	0	0	0	0	0	0
ke	0	0	0	1	0	0
a	0	0	0	0	0	0
lelekiwa.	0	0	0	1	0	1

Ka	0	0	0	0	0	0
tsela	0	0	0	1	0	1
e	1	0	0	0	1	0
e	0	0	0	0	0	0
sa	0	0	1	0	0	0
siamang.	0	0	0	1	0	0

Malebe	0	0	0	1	1	0
o	0	0	0	0	0	0
a	0	0	0	0	0	0
fengwa	0	0	0	1	0	0
mo	0	0	0	0	0	0
kgaratlhong	0	0	0	1	0	1
e.	1	0	1	0	0	1

Mme	0	0	0	0	0	0
bogadi	0	0	0	1	1	0
jwa	0	0	0	0	0	0
ga	1	0	0	0	0	0
morwadie	0	0	0	1	0	1
bo	0	0	0	0	0	0
tswela	0	0	0	1	0	1
kwa	0	0	0	0	0	0
ga	0	0	0	0	0	0
ratsalaagwe.	0	0	1	0	0	0

o	0	0	0	0	0	0
ne	0	0	0	0	0	0
a	1	0	0	0	0	0
ba	0	0	0	1	0	1
dimofatsa	0	0	0	1	0	0
thata.	0	0	1	0	1	0

Moo	0	0	0	1	0	0
a	0	0	0	0	0	0
neng	0	0	0	0	0	0
a	0	0	0	0	0	0
sa	0	0	0	0	0	0
tlhokomele	0	0	0	1	0	1
gore	0	0	0	1	0	0
o	0	0	0	0	0	0
ba	0	0	0	0	0	0
direla	0	0	0	0	0	0
kgogedi	0	0	0	1	1	0
e	1	0	0	0	0	0
e	0	0	0	0	0	0
seng	0	0	1	0	0	1
monate.	0	0	0	0	0	0

Bangwe	0	0	0	1	0	0
ba	1	0	0	0	0	0
ne	0	0	0	0	0	0
ba	0	0	0	0	0	0
mmitsa	0	0	0	0	0	0
Mantwa	0	0	0	1	1	0
ya	0	0	0	0	0	0
Sumo.	0	0	1	0	0	1

Fa	0	0	0	0	0	0
bogolo	0	0	0	1	0	0
bo	1	0	0	0	0	0
ne	0	0	0	0	0	0
bo	0	0	0	0	0	0
mmitsa	0	0	0	1	0	1
Mantwa	0	0	0	1	1	0
wa	0	0	0	0	0	0
go	0	0	0	0	0	0
ka	0	0	0	0	0	0
lwa	0	0	0	0	0	0
le	0	0	0	0	0	0
dipoo.	0	0	1	0	0	1

A	0	0	0	0	0	0
ka	0	0	0	0	0	0
go	0	0	0	0	0	0
sotla	0	0	1	0	0	1
ka	0	0	0	0	0	0
go	1	0	0	0	0	0
go	0	0	0	0	0	0
itaya	0	0	0	1	1	0
kgotsa	0	0	0	1	0	0
go	0	0	0	0	0	0
robala	0	0	0	0	0	0
le	0	0	0	0	0	0
wena.	0	0	0	0	0	0

Sekao;	0	0	0	0	1	0
a	0	0	0	0	0	0
ka	0	0	1	0	0	0
go	1	0	0	0	0	0
itaya	0	0	0	1	0	1
kgotsa	0	0	0	0	0	0
a	0	0	0	0	0	0
go	0	0	0	0	0	0
betelela.	0	0	0	1	0	0

o	0	0	0	1	0	0
tswa	0	0	0	0	1	0
go	1	0	0	0	0	0
tsaya	0	0	1	0	0	1
ditlhare	0	0	0	1	0	1
kwa	0	0	0	0	0	0
o	0	0	0	0	0	0
tswang	0	0	0	0	0	1
go	0	0	0	0	0	0
di	0	0	0	0	0	0
tsaya	0	0	0	0	0	0
teng.	0	0	0	0	0	0

o	1	0	0	0	0	0
tsile	0	0	0	1	1	0
go	0	0	0	0	0	0
di	0	0	0	0	0	0
tshasa	0	0	0	0	0	1
mo	0	0	0	0	0	0
phaposing	0	0	0	1	0	0
ya	0	0	0	0	0	0
me.	0	0	1	0	0	1

Ga	0	0	0	1	0	0
go	0	0	0	0	0	0
na	0	0	0	0	0	0
lebaka	0	0	0	1	1	0
mo	0	0	0	0	0	0
go	1	0	0	0	0	0
lekeng	0	0	1	0	0	1
go	0	0	0	0	0	0
buisana	0	0	0	1	0	0
ka	0	0	0	0	0	0
bothata	0	0	0	0	0	0
jwa	0	0	0	0	0	0
go	0	0	0	0	0	0
nwa.	0	0	0	0	0	0

Le	0	0	0	0	0	0
mongwe	0	0	0	1	0	1
yo	1	0	0	0	0	0
o	0	0	0	0	0	0
setseng	0	0	0	1	1	0
a	0	0	0	0	0	0
tagilwe.	0	0	1	0	0	0

o	0	0	0	0	0	0
ka	0	0	0	1	0	0
bo	0	0	0	1	1	0
a	1	0	0	0	0	0
ne	0	0	0	0	0	0
a	0	0	0	0	0	0
amogela	0	0	0	0	0	0
tiro	0	0	1	0	0	0
a	0	0	0	0	0	0
thusa	0	0	0	1	0	1
mooki.	0	0	0	0	0	0

A	0	0	0	0	0	0
tla	1	0	0	1	1	0
a	0	0	0	1	0	0
bona	0	0	0	0	0	0
gore	0	0	0	0	0	0
a	0	0	0	1	0	0
mooki	0	0	0	0	0	1
o	0	0	0	0	0	0
tla	0	0	0	0	0	1
mo	0	0	0	0	0	0
tshola	0	0	1	0	0	0
makgwakgwa.	0	0	0	1	0	0

Go	0	0	0	1	0	1
ne	0	0	0	0	0	0
go	0	0	0	0	0	0
le	0	0	0	0	0	0
bonolo	0	0	0	1	0	0
go	1	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
jaaka	0	0	1	0	1	0
ke	0	0	0	0	0	0
ne	0	0	0	0	0	0
ke	0	0	0	0	0	0
akantse.	0	0	0	0	0	0

Morago	0	0	0	1	0	0
ga	0	0	0	0	0	0
dipuo	0	0	0	1	0	1
tsotlhe	0	0	1	0	1	0
tsa	0	0	0	0	0	1
go	1	0	0	0	0	0
gogela	0	0	0	0	0	0
morago.	0	0	0	0	0	0

Le	0	0	0	1	0	0
gale,	0	0	0	1	1	0
go	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
mabaka	0	0	0	0	0	0
mangwe	0	0	1	0	0	1
a	0	0	0	0	0	0
mo	0	0	0	0	0	0
go	1	0	0	0	0	0
ona.	0	0	0	0	0	1

Nngwe	0	0	0	0	0	1
fela	0	0	1	0	0	0
ya	1	0	0	0	0	0
ditsamaiso	0	0	0	0	0	0
tse	0	0	0	0	0	0
pedi	0	0	0	0	0	1
e	0	0	0	0	1	0
ka	0	0	0	1	0	0
nnang	0	0	0	1	0	0
maleba.	0	0	0	0	0	0

Re	0	0	0	1	0	0
ne	0	0	0	1	0	0
re	0	0	0	0	0	0
ka	1	0	0	0	0	0
nna	0	0	1	0	1	0
ra	0	0	0	0	0	0
lala	0	0	0	0	0	0
ka	0	0	0	0	0	0
tlala.	0	0	0	1	0	1

Fela	0	0	0	0	0	1
gore	0	0	0	0	0	0
wena	0	0	1	0	0	0
o	1	0	0	0	0	0
nne	0	0	0	0	0	0
le	0	0	0	0	0	0
dilo	0	0	0	0	0	0
tsa	0	0	0	0	0	0
sekolo	0	0	0	0	1	0
tse	0	0	0	1	0	0
o	0	0	0	1	0	0
neng	0	0	0	1	0	0
o	0	0	0	0	0	0
di	0	0	0	0	0	0
batla.	0	0	0	1	0	1

Ipee	0	0	1	0	1	0
mo	0	0	0	0	0	0
seemong	0	0	0	1	0	0
se	0	0	0	0	0	0
o	0	0	0	0	0	0
leng	0	0	0	0	0	1
mo	0	0	0	0	0	0
gare	0	0	0	0	0	0
ga	0	0	0	0	0	0
batho	0	0	0	0	0	1
ba	0	0	0	0	0	0
ba	1	0	0	0	0	0
amilweng.	0	0	0	1	0	0

Ke	0	0	0	1	0	0
tshwetso	0	0	0	1	1	0
e	0	0	0	0	0	0
go	0	0	0	0	0	0
tlhokegang	0	0	1	0	0	0
gore	0	0	0	0	0	0
e	1	0	0	0	0	0
tsewe.	0	0	0	1	0	1

Setlhophanyana	0	0	0	1	0	0
sa	0	0	0	0	0	0
badiri	0	0	0	0	0	0
ba	0	0	0	0	0	0
se	0	0	0	1	0	0
kae	0	0	0	1	0	1
ba	1	0	0	0	0	0
ba	0	0	0	0	0	0
ikemiseditseng.	0	0	1	0	1	0

Se	0	0	0	0	0	0
fitlheletse	0	0	0	1	0	1
tiro	0	0	0	0	0	0
e	1	0	0	0	0	0
e	0	0	0	0	0	0
kgatlhisang	0	0	0	1	0	1
tota.	0	0	1	0	1	0

A	0	0	0	0	0	0
e	1	0	0	0	0	0
e	0	0	0	1	0	0
fitlheletsweng	0	0	0	1	0	1
ka	0	0	0	0	0	0
phoso	0	0	0	0	1	0
kgotsa	0	0	1	0	0	0
e	0	0	0	0	0	0
e	0	0	0	0	0	0
dirilweng	0	0	0	0	0	0
lekoko	0	0	0	1	0	1
le	0	0	0	0	0	0
le	0	0	0	0	0	0
amiwang.	0	0	0	0	0	0

Ke	0	0	0	0	0	0
thebolo	0	0	0	1	1	0
eo	1	0	0	0	0	0
le	0	0	0	0	0	0
se	0	0	1	0	0	0
teng.	0	0	0	0	0	1

o	0	0	0	0	0	0
ka	0	0	0	0	0	0
nna	0	0	1	0	0	0
wa	0	0	0	0	0	0
apara	0	0	0	0	0	0
yunifomo	0	0	0	0	0	0
o	1	0	0	0	0	0
tla	0	0	0	1	1	0
katisiwa	0	0	0	0	0	0
mo	0	0	0	0	0	0
dintlheng	0	0	0	1	0	1
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
nepagetseng.	0	0	0	0	0	1

Tsa	0	0	0	1	0	1
mediro	1	0	0	1	0	0
ya	0	0	0	0	0	0
sepodisi.	0	0	1	0	1	0

Go	0	0	0	1	0	0
go	0	0	0	0	0	0
tshosetsa,	0	0	1	0	0	1
sekao;	0	0	0	0	0	0
go	1	0	0	0	0	0
go	0	0	0	0	0	0
tshosetsa	0	0	0	0	1	0
ka	0	0	0	0	0	0
go	0	0	0	0	0	0
go	0	0	0	0	0	0
bolaya.	0	0	0	1	0	0

Fa	0	0	0	0	0	1
e	0	0	0	0	0	0
le	0	0	0	0	0	0
gore	0	0	0	1	0	0
o	0	0	0	0	0	0
batla	0	0	1	0	1	0
go	1	0	0	0	0	0
ya	0	0	0	0	0	0
kwa	0	0	0	0	0	0
mapodising.	0	0	0	0	0	0

Kopo	0	0	0	1	1	0
ya	0	0	0	0	0	0
gago	0	0	0	1	0	0
e	0	0	0	0	0	0
ka	0	0	0	0	0	0
nna	0	0	0	1	0	0
ya	0	0	0	0	0	0
tsaya	0	0	0	0	0	1
letsatsi	0	0	0	0	0	0
le	0	0	0	0	0	0
le	1	0	0	0	0	0
lengwe.	0	0	1	0	0	1

Go	0	0	0	0	0	0
ya	0	0	0	0	0	0
go	0	0	0	0	0	0
dibeke	0	0	0	1	0	1
di	0	0	0	0	0	0
le	0	0	0	0	0	0
thataro	0	0	1	0	1	0
go	1	0	0	0	0	0
diragadiwa.	0	0	0	1	0	0

o	0	0	0	0	0	0
ne	0	0	0	0	0	0
a	0	0	0	0	0	0
akanya	0	0	1	0	0	1
gore	0	0	0	0	0	0
gongwe	0	0	0	1	0	0
rre	0	0	0	0	0	0
yoo	0	0	0	1	1	0
o	1	0	0	0	0	0
ne	0	0	0	0	0	0
a	0	0	0	0	0	0
ka	0	0	0	0	0	0
mo	0	0	0	0	0	0
utlwela	0	0	0	1	0	0
botlhoko.	0	0	0	0	0	1

Ka	0	0	0	1	0	1
e	0	0	0	0	0	0
ne	0	0	0	0	0	0
e	1	0	0	0	0	0
le	0	0	0	0	0	0
tsala	0	0	1	0	1	0
ya	0	0	0	0	0	0
ga	0	0	0	0	0	0
rraagwe.	0	0	0	1	0	0

Gape	0	0	0	1	1	0
ga	0	0	0	0	0	0
ke	0	0	0	0	0	0
kgatlhegele	0	0	0	1	0	0
go	0	0	0	0	0	0
itse	0	0	0	0	0	0
gore	0	0	0	0	0	0
Pelafalo	0	0	0	0	0	0
o	0	0	0	0	0	0
tsamaya	0	0	0	0	0	1
le	1	0	0	0	0	0
mang.	0	0	1	0	0	0

o	0	0	0	0	0	0
ja	0	0	0	0	1	0
le	0	0	0	0	0	0
mang	1	0	0	1	0	0
e	0	0	0	0	0	0
bile	0	0	0	1	0	1
o	0	0	0	0	0	0
nwa	0	0	0	0	0	0
le	0	0	0	0	0	0
mang.	0	0	1	0	0	0

o	0	0	0	0	0	0
bopiwa	0	0	0	1	0	1
a	0	0	0	0	0	0
newa	0	0	0	0	0	1
semelo	0	0	0	1	0	0
se	1	0	0	0	0	0
se	0	0	0	0	0	0
tla	0	0	0	0	0	0
mo	0	0	0	0	0	0
kgontshang	0	0	1	0	1	0
go	0	0	0	0	0	0
diragatsa.	0	0	0	0	0	1

Le	0	0	0	0	0	0
go	0	0	0	0	0	0
nna	0	0	0	0	0	1
le	0	0	0	0	0	0
seabe	0	0	0	1	0	1
se	0	0	0	0	0	0
a	0	0	0	1	0	0
se	1	0	0	1	0	0
abetsweng.	0	0	1	0	1	0

o	0	0	0	0	0	0
tshwanetse,	0	0	1	0	1	0
gape	0	0	0	1	0	0
o	0	0	0	0	0	0
se	1	0	0	0	0	0
ka	0	0	0	0	0	0
wa	0	0	0	0	0	0
nwa	0	0	0	0	0	0
sepe.	0	0	0	1	0	1

Fa	0	0	0	1	0	1
o	0	0	0	0	0	0
sa	0	0	0	0	0	0
itse	0	0	1	0	0	1
gore	0	0	0	0	0	0
se	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
nnotagi	0	0	0	1	1	0
e	1	0	0	0	0	0
e	0	0	0	0	0	0
kana	0	0	0	0	0	0
kang	0	0	0	0	0	0
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
sona.	0	0	0	1	0	1

Lesego	0	0	0	0	1	0
a	0	0	0	0	0	0
re	0	0	1	0	0	0
Sello	0	0	0	1	0	1
ke	0	0	0	0	0	0
motho	0	0	0	0	0	1
yo	0	0	0	0	0	0
o	1	0	0	0	0	0
itidimaletseng.	0	0	0	1	0	0

Mme	0	0	0	0	0	0
o	0	0	0	0	0	0
ntshetsa	0	0	0	0	1	0
maikutlo	0	0	0	1	0	0
a	0	0	0	0	0	0
gagwe	0	0	1	0	0	1
mo	1	0	0	0	0	0
pampiring	0	0	0	1	0	0
ka	0	0	0	0	0	0
pene.	0	0	0	1	0	0

Dipato	0	0	0	0	0	0
tse	0	0	0	0	0	0
dingwe	0	0	1	0	0	1
tse	0	0	0	0	0	0
di	1	0	0	0	0	0
isang	0	0	0	0	0	0
kwa	0	0	0	1	0	1
tatlhegelong	0	0	0	1	1	0
ya	0	0	0	0	0	0
motsamao	0	0	0	0	0	0
ya	0	0	0	0	0	0
nakwana.	0	0	0	0	0	0

Kana	0	0	0	0	0	1
taolo	0	0	1	0	0	0
ya	1	0	0	0	0	0
mekhenikhale.	0	0	0	1	1	0

Rre	0	0	0	0	0	1
le	0	0	0	0	0	0
mme	0	0	0	0	0	0
Lesego	0	0	0	0	1	0
ba	0	0	0	0	0	0
ne	0	0	0	0	0	0
ba	1	0	0	0	0	0
mo	0	0	0	0	0	0
itumelela	0	0	0	1	0	0
thata.	0	0	1	0	0	1

Ka	0	0	0	1	0	1
a	0	0	0	1	0	0
ne	0	0	0	1	0	0
a	1	0	0	0	0	0
lebega	0	0	1	0	0	1
e	0	0	0	0	0	0
le	0	0	0	0	0	0
mosimanyana	0	0	0	0	0	0
yo	0	0	0	0	0	0
o	0	0	0	0	0	0
maitsholo.	0	0	0	1	1	0

Lebokoso	0	0	0	0	0	0
le	0	0	0	0	0	0
le	1	0	0	0	0	0
ka	0	0	0	0	0	0
fa	0	0	0	0	0	0
tlase	0	0	0	1	1	0
le	0	0	0	0	0	0
supa	0	0	1	0	0	1
dikao.	0	0	0	1	0	0

Tseo	0	0	0	1	0	1
e	0	0	0	0	0	0
leng	0	0	0	0	0	0
gore	0	0	0	0	0	0
di	0	0	0	1	0	0
ka	1	0	0	1	0	0
nna	0	0	0	1	1	0
ka	0	0	0	0	0	0
fa	0	0	0	0	0	0
dikgatlhegong	0	0	1	0	0	0
tsa	0	0	0	0	0	0
baagi.	0	0	0	0	0	1

Gape	0	0	0	0	1	0
o	0	0	0	0	0	0
ne	0	0	0	1	0	0
a	0	0	0	1	0	0
ka	0	0	0	1	0	0
se	0	0	0	0	0	0
gadime	0	0	0	0	0	0
sepe	0	0	1	0	0	1
ka	0	0	0	0	0	0
gore	0	0	0	0	0	0
go	1	0	0	0	0	0
ne	0	0	0	0	0	0
go	0	0	0	0	0	0
se	0	0	0	1	0	0
sepe	0	0	0	1	0	1
sa	0	0	0	0	0	0
gagwe.	0	0	0	0	0	0

Se	0	0	0	1	0	1
a	0	0	0	0	0	0
neng	0	0	0	1	0	0
a	0	0	0	0	0	0
se	1	0	0	0	0	0
tlogela	0	0	1	0	1	0
kwa	0	0	0	0	0	1
morago.	0	0	0	0	0	0

Phitlhelelo	0	0	0	1	0	1
ya	0	0	0	0	0	0
direkoto	0	0	0	1	1	0
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
mo	0	0	0	0	0	0
lenaneng	0	0	0	0	0	0
le	1	0	0	0	0	0
le	0	0	0	0	0	0
fa	0	0	0	0	0	1
tlase.	0	0	1	0	0	0

Ke	0	0	0	1	0	0
ya	0	0	0	1	0	0
tse	0	0	0	1	0	0
di	0	0	0	0	0	0
ka	1	0	0	0	0	1
kopiwang	0	0	1	0	1	0
go	0	0	0	0	0	0
ya	0	0	0	0	0	0
ka	0	0	0	0	0	0
molao.	0	0	0	0	0	0

Go	0	0	0	1	0	0
dira	0	0	1	0	0	0
batho	0	0	0	0	0	1
gore	0	0	0	0	0	0
ba	1	0	0	0	0	0
nne	0	0	0	1	0	0
mo	0	0	0	0	0	0
ditekeletsong	0	0	0	0	0	0
tsa	0	0	0	0	0	0
bongaka.	0	0	0	0	1	0

Ntle	0	0	0	1	0	1
le	0	0	0	0	0	0
tetla	0	0	1	0	1	0
ya	0	0	0	0	0	0
bona	0	0	0	0	0	0
e	0	0	0	0	0	0
e	1	0	0	0	0	0
sedimoseditsweng.	0	0	0	0	0	0

Tota	0	0	0	1	1	0
re	0	0	0	1	0	0
ne	0	0	0	1	0	0
re	1	0	0	0	0	0
sa	0	0	0	0	0	0
eletse	0	0	1	0	0	0
fa	0	0	0	0	0	1
o	0	0	0	0	0	0
ka	0	0	0	0	0	0
boela	0	0	0	0	0	0
morago.	0	0	0	0	0	0

Ka	0	0	0	0	0	0
ntlha	0	0	1	0	0	1
ya	0	0	0	0	0	0
gore	0	0	0	0	0	0
kwa	0	0	0	1	0	0
o	0	0	0	0	0	0
neng	0	0	0	0	0	0
o	1	0	0	0	0	0
lema	0	0	0	0	0	0
teng,	0	0	0	0	0	0
go	0	0	0	0	1	0
kotutswe.	0	0	0	1	0	1

La	0	0	0	0	0	0
bofelo,	0	0	0	1	0	1
a	0	0	0	0	0	0
tsaya	0	0	0	0	1	0
tshwetso	0	0	1	0	0	1
ya	0	0	0	0	0	0
gore	0	0	0	0	0	0
a	1	0	0	0	0	0
nne	0	0	0	0	0	0
ka	0	0	0	0	0	0
marago.	0	0	0	0	0	0

Mo	0	0	0	1	1	0
bolaong	0	0	0	0	0	0
mme	0	0	0	0	0	1
a	0	0	0	0	0	0
simolole	0	0	1	0	0	0
go	0	0	0	0	0	0
ja	0	0	0	0	0	0
marapo	0	0	0	0	0	0
a	1	0	0	0	0	0
tlhogo.	0	0	0	0	0	0

Lemoga	0	0	0	0	1	0
gore	0	0	0	1	0	0
le	0	0	0	0	0	0
fa	0	0	0	0	0	0
go	0	0	0	0	0	0
na	0	0	0	0	0	0
le	1	0	0	0	0	0
mananeo	0	0	0	0	0	0
a	0	0	0	0	0	0
mantsi.	0	0	1	0	0	1

A	0	0	0	0	0	0
go	0	0	0	0	0	0
tlamela	0	0	0	1	1	0
dikarolo	0	0	1	0	0	0
tse	0	0	0	0	0	0
di	0	0	0	0	0	0
rileng	0	0	0	1	0	1
tsa	1	0	0	0	0	0
kgwebo	0	0	0	0	0	0
ya	0	0	0	0	0	0
gago.	0	0	0	0	0	0

Ka	0	0	0	0	0	0
gale	0	0	1	0	0	1
ba	0	0	0	0	0	0
ba	1	0	0	0	0	0
khutshwane	0	0	0	1	1	0
go	0	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
bana	0	0	0	0	0	0
ba	0	0	0	0	0	0
bogolo	0	0	0	0	0	0
bo	0	0	0	0	0	0
bo	0	0	0	0	0	0
tshwanang.	0	0	0	1	0	1

Ba	0	0	0	0	0	1
ba	1	0	0	0	0	0
boneng	0	0	0	1	1	0
ayodine	0	0	0	1	0	0
e	0	0	0	0	0	0
e	0	0	0	0	0	0
lekaneng.	0	0	1	0	0	0

Baithuti	0	0	0	1	0	1
botlhe	0	0	1	0	1	0
ba	0	0	0	0	0	0
tla	0	0	0	0	0	1
kwa	0	0	0	0	0	0
sekolong	0	0	0	0	0	0
ba	1	0	0	0	0	0
na	0	0	0	0	0	0
le	0	0	0	0	0	0
kitso	0	0	0	0	0	0
e	0	0	0	0	0	0
ntsi.	0	0	0	1	0	1

Le	0	0	0	0	0	0
bokgoni	0	0	0	1	1	0
jo	0	0	0	0	0	0
bo	0	0	0	0	0	0
tebileng	0	0	1	0	0	1
jwa	1	0	0	0	0	0
puo	0	0	0	1	0	0
ya	0	0	0	0	0	0
gae.	0	0	0	1	0	0

Mo	0	0	0	0	0	0
mofuteng	0	0	0	0	0	0
ono,	0	0	0	0	0	1
go	0	0	0	1	0	0
na	0	0	0	1	0	0
le	0	0	0	0	0	0
batho	0	0	0	0	0	1
ba	1	0	0	0	0	0
le	0	0	0	0	0	0
bantsi	0	0	1	0	0	1
ba	0	0	0	0	0	0
ba	0	0	0	0	0	0
tlhokang.	0	0	0	1	1	0

Go	0	0	0	0	0	0
nna	0	0	0	1	1	0
le	0	0	0	0	0	0
seabe	0	0	1	0	0	0
mo	0	0	0	0	0	0
go	1	0	0	0	0	0
tseyeng	0	0	0	1	0	0
tshwetso.	0	0	0	0	0	1

o	0	0	0	0	0	0
tlogele	0	0	1	0	1	0
go	0	0	0	0	0	0
nna	0	0	0	1	0	0
o	0	0	0	0	0	0
ntse	0	0	0	1	0	1
o	1	0	0	0	0	0
ya	0	0	0	0	0	0
le	0	0	0	0	0	0
sekgwa.	0	0	0	0	0	0

o	0	0	0	0	0	0
tsomana	0	0	1	0	1	0
le	0	0	0	0	0	0
go	0	0	0	0	0	0
sela	0	0	0	0	0	1
dibi	0	0	0	1	0	0
tsa	0	0	0	0	0	0
dikgomo	0	0	0	0	0	0
le	1	0	0	0	0	0
dikgong	0	0	0	0	0	0
tsa	0	0	0	0	0	0
menato.	0	0	0	1	0	1

o	0	0	0	0	0	0
tla	0	0	0	1	0	0
tlhatlhobiwa	0	0	1	0	1	0
mo	0	0	0	0	0	0
go	0	0	0	0	0	0
se	0	0	0	0	0	1
o	0	0	0	0	0	0
se	1	0	0	0	0	0
ithutileng.	0	0	0	0	0	0

Mme	0	0	0	0	0	0
o	0	0	0	0	0	0
bewe	0	0	0	1	0	0
mo	0	0	0	0	0	0
legatong	0	0	0	0	1	0
le	0	0	0	0	0	0
